,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_lambda,param_colsample_bytree,param_colsample_bylevel,param_booster,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,8.350132083892822,0.07667385048696407,0.05848803520202637,0.010332152685369956,0.8181818181818181,280,25.398416831491183,11,0.07497878525248527,190.7788691596609,0.18263636363636365,0.4651818181818182,gbtree,0.07497878525248527,"{'subsample': 0.8181818181818181, 'n_estimators': 280, 'min_child_weight': 25.398416831491183, 'max_depth': 11, 'learning_rate': 0.07497878525248527, 'lambda': 190.7788691596609, 'colsample_bytree': 0.18263636363636365, 'colsample_bylevel': 0.4651818181818182, 'booster': 'gbtree', 'alpha': 0.07497878525248527}",0.8571774793475431,0.8733638013601278,0.8537057742991773,0.8626023904839869,0.8535170288914623,0.8600732948764594,0.007415518548693696,5,0.9073568445925472,0.9057578175382733,0.9086709407485554,0.90655738248469,0.9085819152544389,0.9073849801237011,0.0011331121723373993
1,6.459715127944946,0.07342475310422922,0.018071842193603516,0.008673183534067236,0.17272727272727273,420,1.4800609267476315,2,0.06518148634039972,26.86162628515295,0.7880909090909092,0.7981818181818182,gbtree,672.7559307567495,"{'subsample': 0.17272727272727273, 'n_estimators': 420, 'min_child_weight': 1.4800609267476315, 'max_depth': 2, 'learning_rate': 0.06518148634039972, 'lambda': 26.86162628515295, 'colsample_bytree': 0.7880909090909092, 'colsample_bylevel': 0.7981818181818182, 'booster': 'gbtree', 'alpha': 672.7559307567495}",0.7426526847024442,0.745384500042172,0.7323675911967896,0.7490614205634534,0.7371921422011022,0.7413316677411923,0.005923005219582396,77,0.758218780302675,0.742988575718465,0.7425130232332258,0.7606874671725194,0.7568542316511815,0.7522524156156134,0.007856192548429538
2,40.18887915611267,0.5854777342894346,0.08924479484558105,0.028175708607105384,0.8272727272727273,350,3.242192378325846,9,0.002109491677524035,71.58652587233799,0.5358181818181819,0.7981818181818182,gbtree,0.042823468272503856,"{'subsample': 0.8272727272727273, 'n_estimators': 350, 'min_child_weight': 3.242192378325846, 'max_depth': 9, 'learning_rate': 0.002109491677524035, 'lambda': 71.58652587233799, 'colsample_bytree': 0.5358181818181819, 'colsample_bylevel': 0.7981818181818182, 'booster': 'gbtree', 'alpha': 0.042823468272503856}",0.8039157401587942,0.8214362248802781,0.805990623252935,0.80788681265474,0.7952110766412427,0.8068880955175981,0.008469222237689882,55,0.8362498084863631,0.831150163587844,0.8377950231150322,0.8360950740396823,0.8379026845735756,0.8358385507604993,0.0024618831760626165
3,15.646977853775024,0.0896993387195175,0.12109012603759765,0.011714820511700226,0.9363636363636363,340,1.4092714193031641,15,0.02280437665127259,0.0034437158398282082,0.20281818181818184,0.31381818181818183,gbtree,3.2879120705235794,"{'subsample': 0.9363636363636363, 'n_estimators': 340, 'min_child_weight': 1.4092714193031641, 'max_depth': 15, 'learning_rate': 0.02280437665127259, 'lambda': 0.0034437158398282082, 'colsample_bytree': 0.20281818181818184, 'colsample_bylevel': 0.31381818181818183, 'booster': 'gbtree', 'alpha': 3.2879120705235794}",0.8610061961269917,0.8775578928954102,0.8568143019726859,0.8702308247144798,0.8605773550435268,0.8652373141506189,0.007580191569046701,2,0.9928655306563718,0.993432172871301,0.9936462380999469,0.9933406316880049,0.9929591356501222,0.9932487417931494,0.0002935358651189098
4,83.37471756935119,0.7366806540636316,0.10293712615966796,0.009454321497364946,0.16363636363636364,370,4.350593189420764,9,0.042823468272503856,23.35168169090313,0.667,0.15236363636363637,dart,13.337105911126415,"{'subsample': 0.16363636363636364, 'n_estimators': 370, 'min_child_weight': 4.350593189420764, 'max_depth': 9, 'learning_rate': 0.042823468272503856, 'lambda': 23.35168169090313, 'colsample_bytree': 0.667, 'colsample_bylevel': 0.15236363636363637, 'booster': 'dart', 'alpha': 13.337105911126415}",0.848498222882782,0.8671254572546913,0.8488848110174906,0.8516448616324573,0.845782210885712,0.8523871127346266,0.007599790075024708,19,0.8783393517296303,0.8770449552856254,0.8788808493864955,0.8764381630224628,0.8788209919560116,0.877904862276045,0.0009870432866079402
5,23.266820192337036,0.358474743320129,0.11204533576965332,0.02364336964367996,0.3,390,4.798642256159059,12,0.01302451749133439,0.40244643673975194,0.5963636363636364,0.4550909090909091,gbtree,5.756741875648823,"{'subsample': 0.3, 'n_estimators': 390, 'min_child_weight': 4.798642256159059, 'max_depth': 12, 'learning_rate': 0.01302451749133439, 'lambda': 0.40244643673975194, 'colsample_bytree': 0.5963636363636364, 'colsample_bylevel': 0.4550909090909091, 'booster': 'gbtree', 'alpha': 5.756741875648823}",0.8525371681843774,0.871527285336299,0.8518295513537257,0.8578977942057343,0.8509053228076833,0.8569394243775641,0.007689280899339912,12,0.9128924005925977,0.909341992454783,0.9120827752783545,0.9101357607091457,0.911043130311518,0.9110992118692799,0.001280790859342328
6,15.723692417144775,0.1132185247721594,0.04336261749267578,0.0048539570421393795,0.44545454545454544,570,86.48292626795732,6,0.004248626161543715,0.004556754060844206,0.4349090909090909,0.5862727272727273,gbtree,62.232485396924936,"{'subsample': 0.44545454545454544, 'n_estimators': 570, 'min_child_weight': 86.48292626795732, 'max_depth': 6, 'learning_rate': 0.004248626161543715, 'lambda': 0.004556754060844206, 'colsample_bytree': 0.4349090909090909, 'colsample_bylevel': 0.5862727272727273, 'booster': 'gbtree', 'alpha': 62.232485396924936}",0.801924807433481,0.8236833720171061,0.8010147639465698,0.7910778641881638,0.790993474712483,0.8017388564595608,0.01192678192882418,60,0.8124838999325034,0.8083841138971637,0.8125764869324928,0.8127921511676099,0.8126577108716423,0.8117788725602825,0.00170039577609088
7,73.77403588294983,6.948190951506597,0.07526078224182128,0.01921135260110844,0.4818181818181818,630,100.18096798980442,6,0.0024265651546357433,62.232485396924936,0.112,0.07163636363636364,dart,0.037227827882957455,"{'subsample': 0.4818181818181818, 'n_estimators': 630, 'min_child_weight': 100.18096798980442, 'max_depth': 6, 'learning_rate': 0.0024265651546357433, 'lambda': 62.232485396924936, 'colsample_bytree': 0.112, 'colsample_bylevel': 0.07163636363636364, 'booster': 'dart', 'alpha': 0.037227827882957455}",0.7928976134072148,0.8216837906140566,0.7990260736961905,0.7925854876307802,0.7939814237081703,0.8000348778112825,0.011070423434522875,61,0.8074990742491666,0.8040835329421409,0.8088194433473507,0.8093253936908436,0.8092201897221145,0.8077895267903232,0.001963933031260729
8,85.66631112098693,3.18427418223565,0.08403282165527344,0.006790846031652008,0.9272727272727272,520,74.65785853287147,16,0.0022624807178568238,40.88600941065827,0.4550909090909091,0.10190909090909092,dart,15.341779639354378,"{'subsample': 0.9272727272727272, 'n_estimators': 520, 'min_child_weight': 74.65785853287147, 'max_depth': 16, 'learning_rate': 0.0022624807178568238, 'lambda': 40.88600941065827, 'colsample_bytree': 0.4550909090909091, 'colsample_bylevel': 0.10190909090909092, 'booster': 'dart', 'alpha': 15.341779639354378}",0.8008485559265571,0.8222382753805639,0.8022317818564811,0.7909162606820541,0.7937443220389746,0.8019958391769262,0.010972444996124587,59,0.8177520731503587,0.8141018406956767,0.8169585033340919,0.8160649034762364,0.8168745195948731,0.8163503680502473,0.0012447253383888492
9,1.5861195087432862,0.014663071660947546,0.012462282180786132,0.0004969185115013435,0.49090909090909085,60,74.65785853287147,2,0.02280437665127259,0.22985371338135605,0.6569090909090909,0.28354545454545454,dart,0.22985371338135605,"{'subsample': 0.49090909090909085, 'n_estimators': 60, 'min_child_weight': 74.65785853287147, 'max_depth': 2, 'learning_rate': 0.02280437665127259, 'lambda': 0.22985371338135605, 'colsample_bytree': 0.6569090909090909, 'colsample_bylevel': 0.28354545454545454, 'booster': 'dart', 'alpha': 0.22985371338135605}",0.7806616272124292,0.8069130973987636,0.7798919689920932,0.7641145687744589,0.7658961070401724,0.7794954738835835,0.015328132447856586,72,0.7890970689124337,0.7832726720912844,0.7904448310114931,0.7895994350113893,0.787920052785321,0.7880668119623844,0.002532613383488017
